Restaurant name,Order ID,Platform Key,Restaurant ID,Order status,Created at,Accepted at,Cancelled at,Cancellation reason,Cancellation owner,Rejected at,Rejection reason,Dispatched at,Delivered at,Address,Transport type,Payment type,Payment method,Food value,Packaging charges,Discount,Voucher,Minimum order value fee,Delivery Fee,Items,Preorder,Billable Status
大心泰式麵食 (信義統一時代店),iid3-zqa8,FP_TW,iid3,Delivered,2021-10-03 11:16,2021-10-03 11:17,,,,,,2021-10-03 11:39,2021-10-03 11:50,Taipei City 110,Platform delivery,Cash,COD,269,0,0,0,0,29,"1 泰國奶茶, 1 酸辣番茄豬肉系列 [1 酸辣番茄豬肉麵【拉麵】]",no,yes
瓦城泰國料理 (淡水店),ir8i-0f1j,FP_TW,ir8i,Delivered,2021-10-03 17:39,2021-10-03 17:41,,,,,,2021-10-03 18:10,2021-10-03 18:27,淡水區 251,Platform delivery,Online,cybersource_creditcard,817,0,0,0,0,0,"3 泰國冰奶茶, 1 泰式咖哩雞, 1 辣炒高麗菜, 2 泰國茉莉香米",no,yes
瓦城泰國料理 (淡水店),ir8i-19a0,FP_TW,ir8i,Delivered,2021-10-03 16:51,2021-10-03 16:52,,,,,,2021-10-03 17:32,2021-10-03 17:41,New Taipei City 251,Platform delivery,Online,cybersource_creditcard,1170,0,0,0,0,0,"1 經典人氣 2人餐 [1 辣炒豬肉, 1 泰國茉莉香米], 2 泰國茉莉香米",no,yes
瓦城泰國料理 (淡水店),ir8i-4kep,FP_TW,ir8i,Delivered,2021-10-03 14:13,2021-10-03 14:15,,,,,,2021-10-03 14:49,2021-10-03 14:59,New Taipei City 251,Platform delivery,Cash,COD,1229,0,0,0,0,19,"1 經典人氣 2人餐 [1 辣炒豬肉, 1 泰國茉莉香米], 1 泰國冰奶茶【400ml】",no,yes
瓦城泰國料理 (淡水店),ir8i-4ojl,FP_TW,ir8i,Delivered,2021-10-03 18:16,2021-10-03 18:20,,,,,,2021-10-03 18:55,2021-10-03 19:10,New Taipei City 251,Platform delivery,Online,ApplePay,1480,0,0,0,0,39,"1 經典人氣 2人餐 [1 辣炒豬肉, 1 泰國茉莉香米], 1 酸辣海鮮湯",no,yes
瓦城泰國料理 (淡水店),ir8i-9is2,FP_TW,ir8i,Delivered,2021-10-03 18:51,2021-10-03 18:59,,,,,,2021-10-03 19:31,2021-10-03 19:47,淡水區 251,Platform delivery,Online,cybersource_creditcard,1130,0,0,40,0,0,"1 經典人氣 2人餐 [1 辣炒豬肉, 1 泰國茉莉香米]",no,yes
瓦城泰國料理 (淡水店),ir8i-qc7m,FP_TW,ir8i,Delivered,2021-10-03 13:34,2021-10-03 13:37,,,,,,2021-10-03 14:03,2021-10-03 14:13,Tamsui District 251,Platform delivery,Online,cybersource_creditcard,910,0,0,0,0,0,"1 綠咖哩椰汁雞, 1 酸辣海鮮湯, 1 辣炒豬肉",no,yes
瓦城泰國料理 (淡水店),ir8i-tnn1,FP_TW,ir8i,Delivered,2021-10-03 13:12,2021-10-03 13:13,,,,,,,2021-10-03 14:03,,Pickup,Online,cybersource_creditcard,1815,0,0,0,0,0,"1 蠔油花椰菜, 1 蝦醬四季豆, 1 綠咖哩椰汁雞, 1 BBQ嫩烤松阪豬, 1 風味椒麻雞, 6 泰國茉莉香米, 1 椰汁炒牛肉",no,yes
瓦城泰式個人餐盒 (桃園店),ish6-puvg,FP_TW,ish6,Delivered,2021-10-03 17:56,2021-10-03 17:57,,,,,,2021-10-03 18:23,2021-10-03 18:31,Taoyuan City 330,Platform delivery,Online,cybersource_creditcard,500,0,0,0,0,0,"1 辣炒豬肉餐盒 [1 辣炒豬肉餐盒], 1 椒麻雞飯餐盒 [1 椒麻雞餐盒]",no,yes
瓦城泰國料理 (林口三井店★),iwg7-8af6,FP_TW,iwg7,Delivered,2021-10-03 11:51,2021-10-03 11:53,,,,,,2021-10-03 12:22,2021-10-03 12:31,新北市 244,Platform delivery,Online,cybersource_creditcard,630,0,0,0,0,29,"1 海鮮什蔬沙律, 1 綠咖哩椰汁雞",no,yes
瓦城泰國料理 (林口三井店★),iwg7-b05n,FP_TW,iwg7,Delivered,2021-10-03 15:40,2021-10-03 16:48,,,,,,2021-10-03 17:12,2021-10-03 17:42,林口區 244,Platform delivery,Cash,COD,350,0,0,0,0,59,1 酸辣海鮮湯,yes,yes
大心泰式麵食 (中和一店),j9wz-0a8e,FP_TW,j9wz,Delivered,2021-10-03 19:53,2021-10-03 19:54,,,,,,2021-10-03 20:09,2021-10-03 20:22,New Taipei City 234,Platform delivery,Online,cybersource_creditcard,250,0,0,0,0,0,1 酸辣海鮮系列 [1 酸辣海鮮麵【公仔麵】],no,yes
大心泰式麵食 (中和一店),j9wz-2lab,FP_TW,j9wz,Delivered,2021-10-03 13:54,2021-10-03 13:55,,,,,,2021-10-03 14:16,2021-10-03 14:31,New Taipei City 234,Platform delivery,Cash,COD,319,0,0,0,0,59,"1 酸辣海陸系列 [1 酸辣海陸麵【拉麵】], 1 泰國奶茶",no,yes
大心泰式麵食 (中和一店),j9wz-b1oe,FP_TW,j9wz,Delivered,2021-10-03 12:03,2021-10-03 12:04,,,,,,2021-10-03 12:18,2021-10-03 12:30,New Taipei City 235,Platform delivery,Online,cybersource_creditcard,200,0,0,0,0,0,1 酸辣番茄豬肉系列 [1 酸辣番茄豬肉麵【拉麵】],no,yes
大心泰式麵食 (中和一店),j9wz-cahc,FP_TW,j9wz,Delivered,2021-10-03 19:48,2021-10-03 19:51,,,,,,2021-10-03 20:04,2021-10-03 20:15,中和區 235,Platform delivery,Online,ApplePay,570,0,0,0,0,29,"1 酸辣海陸系列 [1 酸辣海陸麵【河粉】], 1 泰式蝦醬雞翅【9支】",no,yes
大心泰式麵食 (中和一店),j9wz-gq0r,FP_TW,j9wz,Delivered,2021-10-03 12:02,2021-10-03 12:03,,,,,,2021-10-03 12:25,2021-10-03 12:31,New Taipei City 235,Platform delivery,Online,cybersource_creditcard,700,0,0,300,0,29,"1 清燉越南牛肉河粉, 1 酸辣海鮮系列 [1 酸辣海鮮麵【河粉】], 1 酸辣番茄豬肉系列 [1 酸辣番茄豬肉麵【公仔麵】]",no,yes
大心泰式麵食 (中和一店),j9wz-o2eq,FP_TW,j9wz,Delivered,2021-10-03 13:04,2021-10-03 13:08,,,,,,2021-10-03 13:32,2021-10-03 13:42,永和區,Platform delivery,Online,cybersource_creditcard,1000,0,0,0,0,59,"2 酸辣番茄松阪豬肉系列 [1 酸辣番茄松阪豬肉麵【公仔麵】], 1 清燉越南牛肉河粉, 1 裝熟蛋綠咖哩雞肉飯",no,yes
大心泰式麵食 (中和一店),j9wz-r3y1,FP_TW,j9wz,Delivered,2021-10-03 17:21,2021-10-03 17:22,,,,,,2021-10-03 17:30,2021-10-03 17:44,New Taipei City 234,Platform delivery,Online,cybersource_creditcard,450,0,0,50,0,0,"1 酸辣番茄豬肉系列 [1 酸辣番茄豬肉麵【拉麵】], 1 裝熟蛋打拋豬肉飯",no,yes
大心泰式麵食 (中和一店),j9wz-x626,FP_TW,j9wz,Delivered,2021-10-03 11:43,2021-10-03 11:45,,,,,,2021-10-03 12:10,2021-10-03 12:24,永和區 234,Platform delivery,Online,ApplePay,250,0,0,30,0,49,1 酸辣海陸系列 [1 酸辣海陸麵【拉麵】],no,yes
大心泰式麵食 (中和一店),j9wz-zh3l,FP_TW,j9wz,Delivered,2021-10-03 12:06,2021-10-03 12:07,,,,,,2021-10-03 12:18,2021-10-03 12:39,永和區 234,Platform delivery,Online,cybersource_creditcard,250,0,0,0,0,59,1 酸辣番茄松阪豬肉系列 [1 酸辣番茄松阪豬肉麵【拉麵】],no,yes
非常泰 (內湖店),jdpq-7k46,FP_TW,jdpq,Delivered,2021-10-03 13:01,2021-10-03 13:08,,,,,,2021-10-03 13:36,2021-10-03 13:42,Taipei City 10491,Platform delivery,Online,cybersource_creditcard,1220,0,0,50,0,0,"1 經典人氣 2人餐 [1 白飯, 1 辣炒牛肉], 1 白飯",no,yes
非常泰 (內湖店),jdpq-ipe5,FP_TW,jdpq,Delivered,2021-10-03 18:50,2021-10-03 18:52,,,,,,2021-10-03 19:18,2021-10-03 19:26,內湖區 114,Platform delivery,Cash,COD,1200,0,0,0,0,49,"1 經典人氣 2人餐 [1 白飯, 1 辣炒牛肉]",no,yes
瓦城泰國料理 (新店店),jhhn-1uli,FP_TW,jhhn,Delivered,2021-10-03 19:35,2021-10-03 19:38,,,,,,2021-10-03 20:07,2021-10-03 20:19,Taipei City 116,Platform delivery,Online,ApplePay,1050,0,0,0,0,0,"1 花生蝦滋圈, 1 泰國茉莉香米, 1 椰汁炒牛肉, 1 泰式香辣蝦燒",no,yes
瓦城泰國料理 (新店店),jhhn-v1f9,FP_TW,jhhn,Delivered,2021-10-03 12:45,2021-10-03 12:46,,,,,,2021-10-03 13:22,2021-10-03 13:28,新店區 231,Platform delivery,Online,ApplePay,300,0,0,0,0,29,"1 泰國茉莉香米, 1 辣炒豬肉",no,yes
瓦城泰國料理 (新店店),jhhn-w786,FP_TW,jhhn,Delivered,2021-10-03 17:42,2021-10-03 17:46,,,,,,2021-10-03 18:22,2021-10-03 18:37,Taipei City 116,Platform delivery,Online,cybersource_creditcard,2020,0,0,0,0,0,"1 經典人氣 2人餐 [1 辣炒豬肉, 1 泰國茉莉香米], 1 三色糖醋排骨, 1 蠔油花椰菜, 1 泰國茉莉香米, 1 紅藜米, 1 酸辣海鮮湯",no,yes
瓦城泰國料理 (新店店),jhhn-yaj4,FP_TW,jhhn,Delivered,2021-10-03 12:15,2021-10-03 12:16,,,,,,2021-10-03 12:39,2021-10-03 12:50,台北市 116,Platform delivery,Online,cybersource_creditcard,280,0,0,0,0,0,1 辣炒豬肉,no,yes
時時香 (台北美麗華店),jjef-3yoa,FP_TW,jjef,Delivered,2021-10-03 11:51,2021-10-03 11:54,,,,,,2021-10-03 12:43,2021-10-03 12:49,Taipei City 10491,Platform delivery,Online,cybersource_creditcard,890,0,0,0,0,29,"1 宮保雞丁, 1 阿婆紅燒肉, 1 超級麻婆豆腐",no,yes
時時香 (台北美麗華店),jjef-7ipf,FP_TW,jjef,Delivered,2021-10-03 19:02,2021-10-03 19:05,,,,,,2021-10-03 19:32,2021-10-03 19:38,Taipei City 10491,Platform delivery,Online,cybersource_creditcard,940,0,0,0,0,29,"1 3.5杯雞, 1 阿婆紅燒肉, 1 湘西高麗菜, 2 台梗九號優質米",no,yes
時時香 (台北美麗華店),jjef-ejyn,FP_TW,jjef,Delivered,2021-10-03 17:23,2021-10-03 17:25,,,,,,2021-10-03 18:13,2021-10-03 18:23,Taipei City 114,Platform delivery,Cash,COD,1255,0,0,0,0,39,"1 剝皮辣椒燉雞湯, 2 台梗九號優質米, 1 霸王甘蔗蝦(3支), 1 阿婆紅燒肉, 1 鮮菇燴時蔬",no,yes
時時香 (台北美麗華店),jjef-up9r,FP_TW,jjef,Delivered,2021-10-03 11:27,2021-10-03 11:29,,,,,,2021-10-03 12:31,2021-10-03 12:42,Taipei City 114,Platform delivery,Cash,COD,2290,0,0,0,0,39,1 經典人氣 4人餐 [1 台梗九號優質米],no,yes
大心泰式麵食 (大江中壢店),jmvm-25fq,FP_TW,jmvm,Delivered,2021-10-03 11:39,2021-10-03 11:41,,,,,,2021-10-03 12:01,2021-10-03 12:16,Taoyuan City 337,Platform delivery,Online,cybersource_creditcard,475,0,0,50,0,30,"1 酥炸蝦醬雞米花, 1 酸辣番茄豬肉系列 [1 酸辣番茄豬肉麵【拉麵】], 1 酸辣番茄豬肉系列 [1 酸辣番茄豬肉麵【公仔麵】]",no,yes
大心泰式麵食 (大江中壢店),jmvm-2g3n,FP_TW,jmvm,Delivered,2021-10-03 19:58,2021-10-03 19:59,,,,,,2021-10-03 20:24,2021-10-03 20:40,桃園區,Platform delivery,Online,cybersource_creditcard,430,0,0,0,0,0,"1 酸辣番茄豬肉系列 [1 酸辣番茄豬肉麵【拉麵】], 1 裝熟蛋椒麻雞飯",no,yes
大心泰式麵食 (大江中壢店),jmvm-3svf,FP_TW,jmvm,Delivered,2021-10-03 11:13,2021-10-03 11:15,,,,,,2021-10-03 11:44,2021-10-03 11:56,Taoyuan City 320,Platform delivery,Online,cybersource_creditcard,807,0,0,0,0,30,"3 咖哩雞腿麵, 3 泰國奶茶",no,yes
大心泰式麵食 (大江中壢店),jmvm-7tz2,FP_TW,jmvm,Delivered,2021-10-03 11:12,2021-10-03 11:15,,,,,,2021-10-03 11:36,2021-10-03 11:44,Taoyuan City 320,Platform delivery,Cash,COD,400,0,0,0,0,30,"1 酸辣番茄豬肉系列 [1 酸辣番茄豬肉麵【公仔麵】], 1 酸辣番茄豬肉系列 [1 酸辣番茄豬肉麵【拉麵】]",no,yes
大心泰式麵食 (大江中壢店),jmvm-b759,FP_TW,jmvm,Delivered,2021-10-03 14:17,2021-10-03 14:18,,,,,,2021-10-03 14:41,2021-10-03 14:59,中壢區 320,Platform delivery,Online,cybersource_creditcard,229,0,0,0,0,0,"1 酸辣番茄豬肉系列 [1 酸辣番茄豬肉麵【拉麵】, 1 溏心蛋]",no,yes
大心泰式麵食 (大江中壢店),jmvm-d5jq,FP_TW,jmvm,Delivered,2021-10-03 13:01,2021-10-03 13:03,,,,,,2021-10-03 13:21,2021-10-03 13:34,中壢區 320,Platform delivery,Online,cybersource_creditcard,200,0,0,0,0,30,1 酸辣番茄豬肉系列 [1 酸辣番茄豬肉麵【公仔麵】],no,yes
大心泰式麵食 (大江中壢店),jmvm-dwxg,FP_TW,jmvm,Delivered,2021-10-03 18:30,2021-10-03 18:33,,,,,,2021-10-03 18:59,2021-10-03 19:03,桃園市 320,Platform delivery,Cash,COD,529,0,0,19,0,19,"1 酸辣海陸系列 [1 酸辣海陸麵【拉麵】], 1 酸辣海陸系列 [1 酸辣海陸麵【拉麵】, 1 溏心蛋]",no,yes
大心泰式麵食 (大江中壢店),jmvm-enej,FP_TW,jmvm,Delivered,2021-10-03 11:24,2021-10-03 11:26,,,,,,2021-10-03 12:01,2021-10-03 12:11,桃園市 320,Platform delivery,Online,cybersource_creditcard,299,0,0,44.85,0,0,"1 裝熟蛋椒麻雞飯, 1 蝦醬雞翅",no,yes
大心泰式麵食 (大江中壢店),jmvm-kdjf,FP_TW,jmvm,Delivered,2021-10-03 14:22,2021-10-03 14:24,,,,,,2021-10-03 15:01,2021-10-03 15:12,Taoyuan City 320,Platform delivery,Online,cybersource_creditcard,400,0,0,0,0,30,2 酸辣番茄豬肉系列 [1 酸辣番茄豬肉麵【拉麵】],no,yes
大心泰式麵食 (大江中壢店),jmvm-n41h,FP_TW,jmvm,Delivered,2021-10-03 13:24,2021-10-03 13:25,,,,,,2021-10-03 13:36,2021-10-03 13:45,中壢區 320,Platform delivery,Online,cybersource_creditcard,230,0,0,0,0,0,1 裝熟蛋椒麻雞飯,no,yes
大心泰式麵食 (大江中壢店),jmvm-nv56,FP_TW,jmvm,Delivered,2021-10-03 20:22,2021-10-03 20:23,,,,,,2021-10-03 20:32,2021-10-03 20:48,桃園市 320,Platform delivery,Online,ApplePay,423,0,0,0,0,30,"1 清燉越南牛肉河粉 [1 溏心蛋], 1 泰國奶茶, 1 酥炸蝦醬雞米花",no,yes
大心泰式麵食 (大江中壢店),jmvm-qkgw,FP_TW,jmvm,Delivered,2021-10-03 18:55,2021-10-03 18:57,,,,,,2021-10-03 19:14,2021-10-03 19:30,Taoyuan City 320,Platform delivery,Online,cybersource_creditcard,275,0,0,0,0,19,"1 酥炸蝦醬雞米花, 1 酸辣番茄豬肉系列 [1 酸辣番茄豬肉麵【拉麵】]",no,yes
大心泰式麵食 (台北信義威秀店),jq5j-gi29,FP_TW,jq5j,Delivered,2021-10-03 20:36,2021-10-03 20:39,,,,,,2021-10-03 20:56,2021-10-03 21:09,台北市 110,Platform delivery,Cash,COD,1150,0,0,30,0,0,"1 酸辣海陸系列 [1 酸辣海陸麵【拉麵】], 1 清燉越南牛肉河粉, 1 咖哩雞腿麵, 1 酸辣番茄豬肉系列 [1 酸辣番茄豬肉麵【拉麵】], 1 酸辣海陸系列 [1 酸辣海陸麵【河粉】]",no,yes
瓦城泰國料理 (中和一店),jt0m-htl2,FP_TW,jt0m,Delivered,2021-10-03 19:39,2021-10-03 19:41,,,,,,2021-10-03 20:06,2021-10-03 20:24,New Taipei City 235,Platform delivery,Online,cybersource_creditcard,1925,0,0,40,0,29,"1 海鮮什蔬沙律, 1 辣炒豬肉, 1 BBQ嫩烤松阪豬, 1 風味椒麻雞, 1 芝麻酥蝦餅, 1 椰汁炒雞肉",no,yes
瓦城泰國料理 (中和一店),jt0m-kvk9,FP_TW,jt0m,Delivered,2021-10-03 18:18,2021-10-03 18:20,,,,,,2021-10-03 19:17,2021-10-03 19:31,New Taipei City 235,Platform delivery,Online,cybersource_creditcard,1520,0,0,0,0,39,"1 風味椒麻雞, 1 紅藜米, 3 泰國茉莉香米, 1 蝦醬四季豆, 1 辣炒豬肉, 1 酥炸檸檬魚, 1 辣炒高麗菜",no,yes
瓦城泰國料理 (中和一店),jt0m-zb4v,FP_TW,jt0m,Delivered,2021-10-03 12:54,2021-10-03 12:57,,,,,,2021-10-03 13:25,2021-10-03 13:31,新北市 235,Platform delivery,Online,cybersource_creditcard,1130,0,0,130,0,29,"1 經典人氣 2人餐 [1 辣炒豬肉, 1 泰國茉莉香米]",no,yes
1010湘個人餐盒 (信義店),jukq-jeq9,FP_TW,jukq,Delivered,2021-10-03 16:59,2021-10-03 17:00,,,,,,2021-10-03 17:22,2021-10-03 17:32,台北市 110,Platform delivery,Online,ApplePay,760,0,0,0,0,49,"1 超級麻婆豆腐餐盒 [1 超級麻婆豆腐餐盒], 1 宮保雞丁餐盒 [1 宮保雞丁餐盒], 1 蔥爆鮮嫩牛餐盒 [1 蔥爆鮮嫩牛餐盒]",no,yes
1010湘個人餐盒 (信義店),jukq-z657,FP_TW,jukq,Delivered,2021-10-03 11:29,2021-10-03 11:30,,,,,,2021-10-03 11:58,2021-10-03 12:03,Taipei City,Platform delivery,Online,cybersource_creditcard,250,0,0,0,0,0,1 超級麻婆豆腐餐盒 [1 超級麻婆豆腐餐盒],no,yes
1010湘 (中和店),k02u-aq8i,FP_TW,k02u,Delivered,2021-10-03 12:05,2021-10-03 12:07,,,,,,2021-10-03 12:31,2021-10-03 12:45,中和區 235,Platform delivery,Cash,COD,2400,0,0,0,0,0,"1 經典人氣 4人餐 [1 台灣西螺米, 1 松子年糕牛肉]",no,yes
1010湘 (中和店),k02u-j193,FP_TW,k02u,Delivered,2021-10-03 18:21,2021-10-03 18:23,,,,,,2021-10-03 18:48,2021-10-03 18:56,New Taipei City 235,Platform delivery,Online,cybersource_creditcard,2400,0,0,0,0,39,"1 經典人氣 4人餐 [1 台灣西螺米, 1 松子年糕牛肉]",no,yes
大心泰式麵食 (台中秀泰店),k06g-1rti,FP_TW,k06g,Delivered,2021-10-03 12:23,2021-10-03 12:24,,,,,,2021-10-03 12:51,2021-10-03 13:02,Taichung City 406,Platform delivery,Cash,COD,500,0,0,0,0,35,"1 酸辣海陸系列 [1 酸辣海陸麵【拉麵】], 1 酸辣番茄松阪豬肉系列 [1 酸辣番茄松阪豬肉麵【公仔麵】]",no,yes
大心泰式麵食 (台中秀泰店),k06g-43g0,FP_TW,k06g,Delivered,2021-10-03 11:54,2021-10-03 11:55,,,,,,2021-10-03 12:31,2021-10-03 12:46,Taichung City 406,Platform delivery,Cash,COD,650,0,0,59,0,59,"2 咖哩雞腿麵, 1 裝熟蛋打拋豬肉飯",no,yes
大心泰式麵食 (台中秀泰店),k06g-49se,FP_TW,k06g,Delivered,2021-10-03 17:37,2021-10-03 17:38,,,,,,2021-10-03 17:56,2021-10-03 18:11,Taichung City 412,Platform delivery,Cash,COD,400,0,0,0,0,29,"1 酸辣番茄豬肉系列 [1 酸辣番茄豬肉麵【拉麵】], 1 酸辣番茄豬肉系列 [1 酸辣番茄豬肉麵【河粉】]",no,yes
大心泰式麵食 (台中秀泰店),k06g-4kur,FP_TW,k06g,Delivered,2021-10-03 12:38,2021-10-03 12:39,,,,,,2021-10-03 12:49,2021-10-03 13:06,太平區,Platform delivery,Online,cybersource_creditcard,230,0,0,0,0,0,1 裝熟蛋椒麻雞飯,no,yes
大心泰式麵食 (台中秀泰店),k06g-o8jb,FP_TW,k06g,Delivered,2021-10-03 11:36,2021-10-03 11:39,,,,,,2021-10-03 12:15,2021-10-03 12:23,東區 401,Platform delivery,Cash,COD,450,0,0,0,0,29,"1 酸辣番茄豬肉系列 [1 酸辣番茄豬肉麵【拉麵】], 1 酸辣番茄松阪豬肉系列 [1 酸辣番茄松阪豬肉麵【拉麵】]",no,yes
大心泰式麵食 (台中秀泰店),k06g-p2q3,FP_TW,k06g,Delivered,2021-10-03 15:12,2021-10-03 15:51,,,,,,2021-10-03 16:22,2021-10-03 16:43,Taichung City 401,Platform delivery,Cash,COD,1024,0,0,35,0,35,"2 泰國奶茶, 3 蝦醬雞翅, 2 酥炸蝦醬雞米花, 1 酸辣海陸系列 [1 酸辣海陸麵【拉麵】, 1 溏心蛋], 1 酸辣海鮮系列 [1 酸辣海鮮麵【拉麵】]",yes,yes
大心泰式麵食 (台中秀泰店),k06g-p64m,FP_TW,k06g,Delivered,2021-10-03 18:03,2021-10-03 18:04,,,,,,2021-10-03 18:37,2021-10-03 18:53,太平區 406,Platform delivery,Online,cybersource_creditcard,275,0,0,0,0,0,"1 酸辣番茄豬肉系列 [1 酸辣番茄豬肉麵【拉麵】], 1 酥炸蝦醬雞米花",no,yes
大心泰式麵食 (台中秀泰店),k06g-uano,FP_TW,k06g,Delivered,2021-10-03 18:34,2021-10-03 18:35,,,,,,2021-10-03 18:55,2021-10-03 19:14,Taichung City 412,Platform delivery,Online,cybersource_creditcard,298,0,0,44.7,0,0,"1 泰國奶茶, 1 酸辣番茄豬肉系列 [1 酸辣番茄豬肉麵【公仔麵】, 1 溏心蛋]",no,yes
1010湘 (新北汐止店),kciy-oq0f,FP_TW,kciy,Delivered,2021-10-03 13:34,2021-10-03 13:34,,,,,,2021-10-03 13:46,2021-10-03 13:56,New Taipei City 221,Platform delivery,Cash,COD,580,0,0,0,0,49,"1 東安仔雞, 1 香干豬肉絲, 1 台灣西螺米",no,yes
1010湘 (新北汐止店),kciy-vb1j,FP_TW,kciy,Delivered,2021-10-03 16:59,2021-10-03 17:02,,,,,,2021-10-03 17:28,2021-10-03 17:42,New Taipei City 221,Platform delivery,Cash,COD,570,0,0,0,0,29,"1 香炒花椰菜, 1 台灣西螺米, 1 松子年糕牛肉",no,yes
1010湘個人餐盒 (南港店),kgo3-pnq1,FP_TW,kgo3,Delivered,2021-10-03 20:49,2021-10-03 20:51,,,,,,2021-10-03 21:01,2021-10-03 21:09,內湖區 114,Platform delivery,Online,cybersource_creditcard,250,0,0,0,0,0,1 超級麻婆豆腐餐盒 [1 超級麻婆豆腐餐盒],no,yes
1010湘個人餐盒 (淡水店),kjiv-0hgd,FP_TW,kjiv,Delivered,2021-10-03 11:26,2021-10-03 11:27,,,,,,2021-10-03 11:55,2021-10-03 12:17,淡水區 251,Platform delivery,Online,cybersource_creditcard,320,0,0,0,0,59,2 鄉里小炒肉餐盒,no,yes
1010湘個人餐盒 (淡水店),kjiv-1ga1,FP_TW,kjiv,Delivered,2021-10-03 16:56,2021-10-03 17:21,,,,,,2021-10-03 17:55,2021-10-03 18:11,淡水區 251,Platform delivery,Online,cybersource_creditcard,610,0,0,0,0,39,"1 香干炒豬肉餐盒, 1 超級麻婆豆腐餐盒 [1 超級麻婆豆腐餐盒], 1 香辣嫩雞雲耳餐盒",yes,yes
1010湘個人餐盒 (淡水店),kjiv-3hrg,FP_TW,kjiv,Delivered,2021-10-03 18:21,2021-10-03 18:23,,,,,,2021-10-03 18:59,2021-10-03 19:12,Tamsui District 251,Platform delivery,Online,cybersource_creditcard,220,0,0,0,0,0,1 酥炸口水雞餐盒,no,yes
1010湘個人餐盒 (淡水店),kjiv-6r37,FP_TW,kjiv,Delivered,2021-10-03 13:38,2021-10-03 13:39,,,,,,2021-10-03 14:20,2021-10-03 14:46,淡水區 251,Platform delivery,Online,cybersource_creditcard,260,0,0,39,0,0,1 蔥爆鮮嫩牛餐盒 [1 蔥爆鮮嫩牛餐盒],no,yes
1010湘個人餐盒 (淡水店),kjiv-7qyj,FP_TW,kjiv,Delivered,2021-10-03 11:48,2021-10-03 11:49,,,,,,2021-10-03 12:28,2021-10-03 12:48,New Taipei City 251,Platform delivery,Online,cybersource_creditcard,220,0,0,0,0,0,1 酥炸口水雞餐盒,no,yes
1010湘個人餐盒 (淡水店),kjiv-7ti1,FP_TW,kjiv,Delivered,2021-10-03 11:28,2021-10-03 11:30,,,,,,2021-10-03 12:06,2021-10-03 12:17,New Taipei City 251,Platform delivery,Online,cybersource_creditcard,340,0,0,50,0,0,"1 酥炸口水雞餐盒, 1 百香果翠茶【冰】",no,yes
1010湘個人餐盒 (淡水店),kjiv-8x94,FP_TW,kjiv,Delivered,2021-10-03 17:47,2021-10-03 18:05,,,,,,2021-10-03 18:56,2021-10-03 19:15,淡水區 251,Platform delivery,Online,ApplePay,420,0,0,0,0,39,"1 香干炒豬肉餐盒, 1 蔥爆鮮嫩牛餐盒 [1 蔥爆鮮嫩牛餐盒]",yes,yes
1010湘個人餐盒 (淡水店),kjiv-cdzv,FP_TW,kjiv,Delivered,2021-10-03 17:04,2021-10-03 17:07,,,,,,2021-10-03 17:33,2021-10-03 17:48,New Taipei City 251,Platform delivery,Online,cybersource_creditcard,760,0,0,30,0,0,"2 宮保雞丁餐盒 [1 宮保雞丁餐盒], 1 蔥爆鮮嫩牛餐盒 [1 蔥爆鮮嫩牛餐盒]",no,yes
1010湘個人餐盒 (淡水店),kjiv-dvxu,FP_TW,kjiv,Delivered,2021-10-03 11:44,2021-10-03 11:46,,,,,,2021-10-03 12:27,2021-10-03 12:41,New Taipei City 251,Platform delivery,Online,cybersource_creditcard,760,0,0,0,0,59,"1 蔥爆鮮嫩牛餐盒 [1 蔥爆鮮嫩牛餐盒], 1 3.5杯雞餐盒 [1 3.5杯雞餐盒], 1 酥炸口水雞餐盒",no,yes
1010湘個人餐盒 (淡水店),kjiv-izjk,FP_TW,kjiv,Delivered,2021-10-03 18:17,2021-10-03 18:19,,,,,,2021-10-03 18:59,2021-10-03 19:13,新北市 25170,Platform delivery,Online,cybersource_creditcard,560,0,0,50,0,0,"1 3.5杯雞餐盒 [1 3.5杯雞餐盒], 1 麻油松阪豬餐盒 [1 麻油松阪豬餐盒]",no,yes
1010湘個人餐盒 (淡水店),kjiv-lzio,FP_TW,kjiv,Delivered,2021-10-03 19:19,2021-10-03 19:21,,,,,,2021-10-03 19:59,2021-10-03 20:11,淡水區 251,Platform delivery,Online,cybersource_creditcard,260,0,0,0,0,0,1 蔥爆鮮嫩牛餐盒 [1 蔥爆鮮嫩牛餐盒],no,yes
1010湘個人餐盒 (淡水店),kjiv-pkv7,FP_TW,kjiv,Delivered,2021-10-03 13:04,2021-10-03 13:06,,,,,,2021-10-03 13:35,2021-10-03 13:41,Tamsui District 251,Platform delivery,Online,cybersource_creditcard,260,0,0,0,0,29,1 蔥爆鮮嫩牛餐盒 [1 蔥爆鮮嫩牛餐盒],no,yes
1010湘個人餐盒 (淡水店),kjiv-pr3k,FP_TW,kjiv,Delivered,2021-10-03 12:13,2021-10-03 12:14,,,,,,2021-10-03 12:43,2021-10-03 12:54,淡水區 251,Platform delivery,Online,cybersource_creditcard,160,0,0,0,0,29,1 鄉里小炒肉餐盒,no,yes
